package_name,resource_id,title_de,format,url,media_type,issued,modified,license,has_stac,is_service
invasive-gebietsfremde-pflanzen-potentialkarte-essbare-kermesbeere,bbc7accb-1f8a-4237-9290-43a9919684a0,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.neophyten/items/neophyten-essbare_kermesbeere,,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,true,false
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,cdce7aa0-b0da-43ba-aade-14031d33eda9,ch.bafu.klima-co2_ausstoss_gebaeude,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2022-09-09T00:00:00,,terms_open,false,false
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,7daec1ef-4584-411f-9605-be87359918d7,ch.bafu.klima-co2_ausstoss_gebaeude,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2022-09-09T00:00:00,,terms_open,false,false
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,0cf91aa3-555c-4065-b2fa-ce7509668e57,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.klima-co2_ausstoss_gebaeude,application/xml,2022-09-09T00:00:00,,terms_open,false,false
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,833e120f-57af-4d08-92d4-0b241dadc34d,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.klima-co2_ausstoss_gebaeude,text/html,2022-09-09T00:00:00,,terms_open,false,false
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,5185ba1f-47df-43c2-ae1b-9d2f5a4bc5f7,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.klima-co2_ausstoss_gebaeude,,2022-09-09T00:00:00,,terms_open,true,false
luftbelastung-durch-schwefeldioxid,3d8ce221-9b11-4e0e-8a09-2c503622fc3d,ch.bafu.luftreinhaltung-schwefeldioxid,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2025-01-01T00:00:00,2025-08-19T00:00:00,terms_open,false,false
luftbelastung-durch-schwefeldioxid,6db203d6-af1f-4e7b-89ac-91f30b063913,ch.bafu.luftreinhaltung-schwefeldioxid,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2025-01-01T00:00:00,2025-08-19T00:00:00,terms_open,false,false
luftbelastung-durch-schwefeldioxid,5101ccca-477f-44e2-a938-b36aa73858ac,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.luftreinhaltung-schwefeldioxid,,2025-01-01T00:00:00,2025-08-19T00:00:00,terms_open,true,false
luftbelastung-durch-schwefeldioxid,4e274e96-5600-441d-bd0b-63ec4e624397,BAFU Website,OCTET,https://www.bafu.admin.ch/bafu/de/home/zustand/daten/geodaten/geodaten.html,,2025-01-01T00:00:00,2025-08-19T00:00:00,terms_open,false,false
luftbelastung-durch-schwefeldioxid,2bb086a0-4d70-4fc5-8d6c-0fdb36da7f1a,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.luftreinhaltung-schwefeldioxid,text/html,2025-01-01T00:00:00,2025-08-19T00:00:00,terms_open,false,false
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,169de2c0-d2a3-4b97-a363-71f4e9924a24,ch.bafu.wald-niederschlag_april_august_2085_stark,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2022-03-09T00:00:00,,terms_open,false,false
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,fd72012d-daf2-4118-9ea5-5dafb1774a3b,ch.bafu.wald-niederschlag_april_august_2085_stark,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2022-03-09T00:00:00,,terms_open,false,false
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,762b18e2-3deb-46c3-9e8f-c9d276c50960,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.wald-niederschlag_april_august_2085_stark,text/html,2022-03-09T00:00:00,,terms_open,false,false
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,4f4140be-e2cd-4691-b423-1f1d71695f0d,,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.wald-niederschlag_april_august_2085_stark,,2022-03-09T00:00:00,,terms_open,true,false
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,bc57fe0c-b727-4e18-bc74-bf7e534ded94,,OCTET,https://www.bafu.admin.ch/bafu/de/home/zustand/daten/geodaten/wald--geodaten.html,,2022-03-09T00:00:00,,terms_open,false,false
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,acaa1eb5-fbb9-4500-b699-273b5c258079,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.nabelstationen,text/html,2021-01-01T00:00:00,2021-01-01T00:00:00,terms_by,false,false
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,20810823-908e-4056-9308-f0f9c914a5cf,ch.bafu.nabelstationen,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2021-01-01T00:00:00,2021-01-01T00:00:00,terms_by,false,false
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,50d0e99c-63d2-4598-9d5b-d77cc0d929a9,ch.bafu.nabelstationen,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2021-01-01T00:00:00,2021-01-01T00:00:00,terms_by,false,false
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,87a8cc78-b8cb-427e-aea9-c18a7c0bf0bb,STAC Browser,OCTET,https://data.geo.admin.ch/browser/#/collections/ch.bafu.nabelstationen/items/nabelstationen?.language=en,,2021-01-01T00:00:00,2021-01-01T00:00:00,terms_by,true,false
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,cf841def-90dc-4164-9b35-be181de738d2,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.nabelstationen,application/xml,2021-01-01T00:00:00,2021-01-01T00:00:00,terms_by,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-spatbluhende-goldrute,22e62278-b8fe-4629-88ff-3bef1018d826,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.neophyten-spaetbluehende_goldrute,text/html,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-spatbluhende-goldrute,2858b729-7531-40fc-af9c-6038d4263492,ch.bafu.neophyten-spaetbluehende_goldrute,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-spatbluhende-goldrute,e7e8b3f3-4994-47ae-a43f-a2e981d7cf83,ch.bafu.neophyten-spaetbluehende_goldrute,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-spatbluhende-goldrute,45ab2fc9-86fe-41d2-8400-38a0c77987c4,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.neophyten/items/neophyten-spaetbluehende_goldrute,,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,true,false
beurteilung-des-chemischen-gewasserzustandes-geloster-organischer-kohlenstoff-doc,264c4b6a-5c7c-4bc1-bd78-f03f4bd841c4,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.gewaesserschutz-chemischer_zustand_doc,text/html,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-chemischen-gewasserzustandes-geloster-organischer-kohlenstoff-doc,d97388a7-9428-4b7e-8e65-c8ad2e8dfec0,ch.bafu.gewaesserschutz-chemischer_zustand_doc,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-chemischen-gewasserzustandes-geloster-organischer-kohlenstoff-doc,37861cf4-d9eb-4c40-8a87-77db9947f587,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.gewaesserschutz-nawa/items/gewaesserschutz-nawa_chemie,,2014-03-26T00:00:00,,terms_open,true,false
beurteilung-des-chemischen-gewasserzustandes-geloster-organischer-kohlenstoff-doc,464a7841-4e18-467b-a2b2-65c995004fc4,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.gewaesserschutz-chemischer_zustand_doc,application/xml,2014-03-26T00:00:00,,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-brasilianisches-tausendblatt,e6ab7fc7-5344-4ef9-abe5-a10e0b66cbf0,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.neophyten-brasilianisches_tausendblatt,text/html,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-brasilianisches-tausendblatt,dd92123e-bc2f-4158-93b9-1a96446b8bf4,ch.bafu.neophyten-brasilianisches_tausendblatt,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-brasilianisches-tausendblatt,4af05a91-65c4-4707-9f07-1f63a9fefbbf,ch.bafu.neophyten-brasilianisches_tausendblatt,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-brasilianisches-tausendblatt,a6270083-1207-4418-9c80-aabe86cc3e33,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.neophyten/items/neophyten-brasilianisches_tausendblatt,,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,true,false
invasive-gebietsfremde-pflanzen-potentialkarte-aufrechtes-traubenkraut,f6a0fa99-8774-4741-bdb9-01f57ffc7bfd,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.neophyten-aufrechtes_traubenkraut,text/html,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-aufrechtes-traubenkraut,5924405c-5189-490d-9ec9-eb6b3d99b2e1,ch.bafu.neophyten-aufrechtes_traubenkraut,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-aufrechtes-traubenkraut,67bc8b7b-4c2f-491b-9a2f-51f83724c6ed,ch.bafu.neophyten-aufrechtes_traubenkraut,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-aufrechtes-traubenkraut,ef1ba6e0-20b7-4bb1-a09f-2cd439474d95,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.neophyten/items/neophyten-aufrechtes_traubenkraut,,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,true,false
waldbrandgefahrenwarnung,2f017e9f-b973-4492-b48e-8366b02e8b78,,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.gefahren-waldbrand_warnung,,2022-11-17T00:00:00,,terms_open,true,false
waldbrandgefahrenwarnung,62644f36-2e2a-4c11-a2b1-c0bb51aae8ef,ch.bafu.gefahren-waldbrand_warnung,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2022-11-17T00:00:00,,terms_open,false,false
waldbrandgefahrenwarnung,952eeaf1-44f0-4134-81af-84f95e4ded7f,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.gefahren-waldbrand_warnung,text/html,2022-11-17T00:00:00,,terms_open,false,false
waldbrandgefahrenwarnung,e2879cad-0d03-4262-8917-f90cb9f87e04,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.gefahren-waldbrand_warnung,application/xml,2022-11-17T00:00:00,,terms_open,false,false
beurteilung-des-chemischen-gewasserzustandes-gesamt-phosphor,4e92928e-e9e8-48f0-b2d8-157b5ac0a25f,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.gewaesserschutz-chemischer_zustand_phosphor_gesamt,text/html,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-chemischen-gewasserzustandes-gesamt-phosphor,18ed915f-ff77-426b-9c4a-7d8e1c1ce6d9,ch.bafu.gewaesserschutz-chemischer_zustand_phosphor_gesamt,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-chemischen-gewasserzustandes-gesamt-phosphor,a53c34fc-2549-4aee-81eb-4293c9f0add0,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.gewaesserschutz-nawa/items/gewaesserschutz-nawa_chemie,,2014-03-26T00:00:00,,terms_open,true,false
beurteilung-des-chemischen-gewasserzustandes-gesamt-phosphor,71e18346-501c-4e44-beae-9d5faa6bc822,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.gewaesserschutz-chemischer_zustand_phosphor_gesamt,application/xml,2014-03-26T00:00:00,,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-auslauferbildendes-fettkraut,4e049938-4372-4bc4-b2e0-392e63c9928a,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.neophyten-auslaeuferbildendes_fettkraut,text/html,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-auslauferbildendes-fettkraut,081461fa-3688-4d22-b5ff-9041510ea7f4,ch.bafu.neophyten-auslaeuferbildendes_fettkraut,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-auslauferbildendes-fettkraut,51051b0b-d0d0-4804-9eb8-4982f7176d11,ch.bafu.neophyten-auslaeuferbildendes_fettkraut,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-auslauferbildendes-fettkraut,b5c81a0d-b809-4f82-89b4-2dfa46555e14,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.neophyten/items/neophyten-auslaeuferbildendes_fettkraut,,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,true,false
beurteilung-des-biologischen-gewasserzustandes-wasserpflanzen-makrophyten,adb91964-03a0-4660-a0a4-2079910940ff,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.gewaesserschutz-biologischer_zustand_makrophyten,text/html,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-biologischen-gewasserzustandes-wasserpflanzen-makrophyten,34279d00-3066-4a31-909b-d714da2eeec8,ch.bafu.gewaesserschutz-biologischer_zustand_makrophyten,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2014-03-26T00:00:00,,terms_open,false,false
beurteilung-des-biologischen-gewasserzustandes-wasserpflanzen-makrophyten,2ada492d-7ec5-4515-8377-21fc81a92795,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.gewaesserschutz-nawa/items/gewaesserschutz-nawa_biologie,,2014-03-26T00:00:00,,terms_open,true,false
beurteilung-des-biologischen-gewasserzustandes-wasserpflanzen-makrophyten,5dd8308a-c0ba-43d5-a792-dba8fef51020,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.gewaesserschutz-biologischer_zustand_makrophyten,application/xml,2014-03-26T00:00:00,,terms_open,false,false
datenbank-querprofile-qp-vermessungsabschnitt,0a276fae-9a14-4486-bc89-26f19c4ec582,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.wasserbau-vermessungsstrecken,text/html,2009-01-01T00:00:00,2026-02-01T00:00:00,terms_by,false,false
datenbank-querprofile-qp-vermessungsabschnitt,5d4020e3-0807-4413-a3f4-7293ed5bfd27,ch.bafu.wasserbau-vermessungsstrecken,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2009-01-01T00:00:00,2026-02-01T00:00:00,terms_by,false,false
datenbank-querprofile-qp-vermessungsabschnitt,83e3a23b-c05f-41e2-b705-47011647ce1c,ch.bafu.wasserbau-vermessungsstrecken,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2009-01-01T00:00:00,2026-02-01T00:00:00,terms_by,false,false
datenbank-querprofile-qp-vermessungsabschnitt,75d45065-868b-4dfb-8fff-95215262d485,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.wasserbau-vermessungsstrecken/items/wasserbau-vermessungsstrecken,,2009-01-01T00:00:00,2026-02-01T00:00:00,terms_by,true,false
datenbank-querprofile-qp-vermessungsabschnitt,6cd9a505-5f50-465b-ab98-cf4ecce804ee,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.wasserbau-vermessungsstrecken,application/xml,2009-01-01T00:00:00,2026-02-01T00:00:00,terms_by,false,false
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-juli,d5ff8bd6-30fd-41dc-b396-4074fc77eeca,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.niederschlagserosivitaet-jul,text/html,2019-10-02T00:00:00,2020-02-27T00:00:00,terms_open,false,false
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-juli,740ab0d7-129e-423c-a11b-f37ee9e97fa3,ch.bafu.niederschlagserosivitaet-jul,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2019-10-02T00:00:00,2020-02-27T00:00:00,terms_open,false,false
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-juli,cac92a10-5542-4a85-a20c-417e8616c611,ch.bafu.niederschlagserosivitaet-jul,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2019-10-02T00:00:00,2020-02-27T00:00:00,terms_open,false,false
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-juli,967458b9-d740-4eed-b91d-76f8e5310dae,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.niederschlagserosivitaet/items/niederschlagserosivitaet-jul,,2019-10-02T00:00:00,2020-02-27T00:00:00,terms_open,true,false
unterirdische-fliesswege-in-karstgebieten,4728df9e-ab1d-466f-b514-05ea8c7d826c,Data Platform,OCTET,https://data.bafu.admin.ch/download/water/karst-groundwater/v2026-03-17/extent/water_karst-groundwater_extent.zip,,2016-03-01T00:00:00,,terms_open,false,false
vergleich-von-abfluss-und-pegeldaten-mit-den-gefahrenstufen,75bfede4-f6d6-40c9-8282-6568aa24f04d,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.hydroweb-messstationen_gefahren,text/html,2014-10-30T00:00:00,,terms_open,false,false
vergleich-von-abfluss-und-pegeldaten-mit-den-gefahrenstufen,e5c07e32-c8fc-4d67-b992-90dddcab80e0,ch.bafu.hydroweb-messstationen_gefahren,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2014-10-30T00:00:00,,terms_open,false,false
vergleich-von-abfluss-und-pegeldaten-mit-den-gefahrenstufen,fea7a5dd-7100-435c-a60d-5a40a7078a2c,,OCTET,https://data.geo.admin.ch/ch.bafu.hydroweb-messstationen_gefahren/data.zip,,2014-10-30T00:00:00,,terms_open,false,false
vergleich-von-abfluss-und-pegeldaten-mit-den-gefahrenstufen,8895e418-94f5-4421-81b0-69a45f48b82a,,OCTET,http://www.hydrodaten.admin.ch,,2014-10-30T00:00:00,,terms_open,false,false
invasive-gebietsfremde-pflanzen-potentialkarte-amerikanische-kermesbeere,7052252f-d2e3-4d7c-adbb-755bdb1ced89,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.neophyten-amerikanische_kermesbeere,text/html,2015-04-02T00:00:00,2015-04-02T00:00:00,terms_open,false,false
