package_name,resource_id,title_de,format,url,media_type,issued,modified,license,has_stac,is_service
biospharenreservate,715ff361-9296-4233-95fc-184d96eb8986,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.schutzgebiete-biosphaerenreservate,application/xml,2017-01-01T00:00:00,,terms_open,false,false
nationales-okologisches-netzwerk-ren-lebensraum-wald,b29e0ff7-1d20-406a-a62d-057006169b9d,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.ren-wald,text/html,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,false,false
nationales-okologisches-netzwerk-ren-lebensraum-wald,d4c28548-0c87-41ea-911a-fc97c501cdf5,ch.bafu.ren-wald,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,false,false
nationales-okologisches-netzwerk-ren-lebensraum-wald,50af83bd-1044-40bf-b117-768f6ca65ca6,ch.bafu.ren-wald,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,false,false
nationales-okologisches-netzwerk-ren-lebensraum-wald,6869c7e9-1417-4bd9-a7c0-df902ac9dee6,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.ren-extensive_landwirtschaftsgebiete/items/ren-extensive_landwirtschaftsgebiete,,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,true,false
nationales-okologisches-netzwerk-ren-lebensraum-wald,cbbc53c1-3862-4aef-becd-e70e597548ef,BAFU Website,OCTET,https://www.bafu.admin.ch/bafu/de/home/zustand/daten/geodaten/biodiversitaet--geodaten.html#-184504729,,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,false,false
lebensraumkarte-der-schweiz,d9628039-cde0-42d8-835a-8049f7cc5932,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.lebensraumkarte-schweiz,text/html,,,terms_open,false,false
lebensraumkarte-der-schweiz,e563b0c3-4e54-4a8e-8479-fdeccedaad39,Link für Datenbezug,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.lebensraumkarte-schweiz?.language=en,,,,terms_open,true,false
lebensraumkarte-der-schweiz,a5d00231-42e9-4a31-8ccd-4005b949a1bd,ch.bafu.lebensraumkarte-schweiz,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,,,terms_open,false,false
lebensraumkarte-der-schweiz,7e8ca0d5-29f4-4e48-a97f-2e4fae2e1e4b,ch.bafu.lebensraumkarte-schweiz,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,,,terms_open,false,false
lebensraumkarte-der-schweiz,71d4b93c-31fe-4db9-8be5-4f7e8c00b315,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.lebensraumkarte-schweiz,application/xml,,,terms_open,false,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,0ff0bbd3-d374-45f5-b6cc-733de6bffa56,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.bundesinventare-amphibien,text/html,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,false,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,f826297a-a39b-4b86-92ca-ab27287bf17a,ch.bafu.bundesinventare-amphibien,XML,https://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de,application/xml,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,false,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,fb364a2a-2bf0-4060-a153-0f489f909856,ch.bafu.bundesinventare-amphibien,XML,https://wmts.geo.admin.ch/EPSG/3857/1.0.0/WMTSCapabilities.xml?lang=de,application/xml,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,false,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,31df0024-5e4f-48ab-8623-8e49d61c41ff,STAC Browser,OCTET,https://data.geo.admin.ch/browser/index.html#/collections/ch.bafu.bundesinventare-amphibien/items/bundesinventare-amphibien,,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,true,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,08738ab2-2e81-4eba-aade-e6dc67e4938c,BAFU Website,OCTET,https://www.bafu.admin.ch/bafu/de/home/zustand/daten/geodaten/biodiversitaet--geodaten.html#-31476877,,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,false,false
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,0456c98f-91f5-42bc-9bce-6b425936e9af,RESTful API von geo.admin.ch,XML,https://api3.geo.admin.ch/rest/services/api/MapServer/ch.bafu.bundesinventare-amphibien,application/xml,2026-05-20T00:00:00,2026-05-20T00:00:00,terms_by,false,false
nationales-okologisches-netzwerk-ren-lebensraum-feuchtgebiet,ef931d54-8549-4cae-adbd-6c24fbbe1533,Map (Preview) Vorschau map.geo.admin.ch,HTML,https://map.geo.admin.ch/?layers=ch.bafu.ren-feuchtgebiete,text/html,2011-02-14T00:00:00,2011-02-14T00:00:00,terms_open,false,false
